pipe,gen,acc_dp_reps,seed,dp,dpr,eo,eqOdds,accu,precision,recall,f1,roc_auc
"woe_enc,most_freq_imp,k_best_sel,min_max_scale,no_samp",12,"(16, 4)",91925,0.1172043010752688,0.8593548387096774,0.060110270291827465,0.21919572108197066,0.2390000000000003,0.21079046424090328,0.10142857142857142,0.1596526386105543,0.3307142857142861
"woe_enc,median_imp,min_max_scale,k_best_sel,no_samp",12,"(16, 4)",91925,0.1172043010752688,0.8593548387096774,0.06708940268596887,0.2117649394552661,0.2390000000000003,0.21079046424090328,0.10142857142857142,0.1596526386105543,0.3307142857142861
"woe_enc,median_imp,k_best_sel,min_max_scale,no_samp",12,"(16, 4)",91925,0.1172043010752688,0.8593548387096774,0.06708940268596887,0.2117649394552661,0.2390000000000003,0.21079046424090328,0.10142857142857142,0.1596526386105543,0.3307142857142861
"target_enc,median_imp,min_max_scale,k_best_sel,no_samp",12,"(16, 4)",91925,0.10752688172043004,0.8709677419354824,0.0641182863238915,0.18520959714573712,0.2379999999999999,0.21124999999999985,0.09857142857142856,0.1586666666666669,0.3309523809523811
"woe_enc,most_freq_imp,min_max_scale,k_best_sel,no_samp",12,"(16, 4)",91925,0.1172043010752688,0.8593548387096774,0.060110270291827465,0.21919572108197066,0.2390000000000003,0.21079046424090328,0.10142857142857142,0.1596526386105543,0.3307142857142861
"woe_enc,mean_imp,k_best_sel,max_abs_scale,no_samp",12,"(16, 4)",91925,0.11173445535296883,0.8645047905210039,0.059073370621840586,0.20245201512926192,0.24000000000000016,0.20886075949367106,0.107142857142857,0.16107382550335572,0.3285714285714289
"target_enc,most_freq_imp,k_best_sel,min_max_scale,no_samp",12,"(16, 4)",91925,0.10930341280972412,0.868607395751376,0.060110270291827465,0.19561149513451945,0.24000000000000016,0.211779448621554,0.10142857142857142,0.16021361815754348,0.3323809523809519
"target_enc,median_imp,k_best_sel,no_samp,min_max_scale",12,"(16, 4)",91925,0.10752688172043004,0.8709677419354824,0.0641182863238915,0.18520959714573712,0.2379999999999999,0.21124999999999985,0.09857142857142856,0.1586666666666669,0.3309523809523811
"target_enc,median_imp,k_best_sel,min_max_scale,no_samp",12,"(16, 4)",91925,0.10752688172043004,0.8709677419354824,0.0641182863238915,0.18520959714573712,0.2379999999999999,0.21124999999999985,0.09857142857142856,0.1586666666666669,0.3309523809523811
"woe_enc,median_imp,k_best_sel,max_abs_scale,no_samp",12,"(16, 4)",91925,0.10528284244974276,0.8723283632859017,0.05409824624373129,0.18830257882454704,0.24000000000000016,0.2095959595959598,0.10571428571428584,0.16085790884718493,0.3295238095238097
"target_enc,median_imp,min_max_scale,k_best_sel,no_samp",13,"(16, 4)",91925,0.10752688172043004,0.8709677419354824,0.0641182863238915,0.18520959714573712,0.2379999999999999,0.21124999999999985,0.09857142857142856,0.1586666666666669,0.3309523809523811
"target_enc,median_imp,k_best_sel,min_max_scale,no_samp",13,"(16, 4)",91925,0.10752688172043004,0.8709677419354824,0.0641182863238915,0.18520959714573712,0.2379999999999999,0.21124999999999985,0.09857142857142856,0.1586666666666669,0.3309523809523811
"woe_enc,median_imp,k_best_sel,min_max_scale,no_samp",13,"(16, 4)",91925,0.1172043010752688,0.8593548387096774,0.06708940268596887,0.2117649394552661,0.2390000000000003,0.21079046424090328,0.10142857142857142,0.1596526386105543,0.3307142857142861
"target_enc,median_imp,k_best_sel,no_samp,min_max_scale",13,"(16, 4)",91925,0.10752688172043004,0.8709677419354824,0.0641182863238915,0.18520959714573712,0.2379999999999999,0.21124999999999985,0.09857142857142856,0.1586666666666669,0.3309523809523811
"woe_enc,most_freq_imp,min_max_scale,k_best_sel,no_samp",13,"(16, 4)",91925,0.1172043010752688,0.8593548387096774,0.060110270291827465,0.21919572108197066,0.2390000000000003,0.21079046424090328,0.10142857142857142,0.1596526386105543,0.3307142857142861
"woe_enc,median_imp,min_max_scale,k_best_sel,no_samp",13,"(16, 4)",91925,0.1172043010752688,0.8593548387096774,0.06708940268596887,0.2117649394552661,0.2390000000000003,0.21079046424090328,0.10142857142857142,0.1596526386105543,0.3307142857142861
"woe_enc,most_freq_imp,k_best_sel,min_max_scale,no_samp",13,"(16, 4)",91925,0.1172043010752688,0.8593548387096774,0.060110270291827465,0.21919572108197066,0.2390000000000003,0.21079046424090328,0.10142857142857142,0.1596526386105543,0.3307142857142861
"target_enc,median_imp,no_samp,min_max_scale,k_best_sel",13,"(16, 4)",91925,0.10752688172043004,0.8709677419354824,0.0641182863238915,0.18520959714573712,0.2379999999999999,0.21124999999999985,0.09857142857142856,0.1586666666666669,0.3309523809523811
"woe_enc,median_imp,k_best_sel,max_abs_scale,no_samp",13,"(16, 4)",91925,0.10528284244974276,0.8723283632859017,0.05409824624373129,0.18830257882454704,0.24000000000000016,0.2095959595959598,0.10571428571428584,0.16085790884718493,0.3295238095238097
"target_enc,most_freq_imp,k_best_sel,min_max_scale,no_samp",13,"(16, 4)",91925,0.10930341280972412,0.868607395751376,0.060110270291827465,0.19561149513451945,0.24000000000000016,0.211779448621554,0.10142857142857142,0.16021361815754348,0.3323809523809519
"target_enc,median_imp,min_max_scale,k_best_sel,no_samp",14,"(16, 4)",91925,0.10752688172043004,0.8709677419354824,0.0641182863238915,0.18520959714573712,0.2379999999999999,0.21124999999999985,0.09857142857142856,0.1586666666666669,0.3309523809523811
"woe_enc,median_imp,k_best_sel,min_max_scale,no_samp",14,"(16, 4)",91925,0.1172043010752688,0.8593548387096774,0.06708940268596887,0.2117649394552661,0.2390000000000003,0.21079046424090328,0.10142857142857142,0.1596526386105543,0.3307142857142861
"target_enc,median_imp,k_best_sel,no_samp,min_max_scale",14,"(16, 4)",91925,0.10752688172043004,0.8709677419354824,0.0641182863238915,0.18520959714573712,0.2379999999999999,0.21124999999999985,0.09857142857142856,0.1586666666666669,0.3309523809523811
"target_enc,median_imp,k_best_sel,min_max_scale,no_samp",14,"(16, 4)",91925,0.10752688172043004,0.8709677419354824,0.0641182863238915,0.18520959714573712,0.2379999999999999,0.21124999999999985,0.09857142857142856,0.1586666666666669,0.3309523809523811
"target_enc,median_imp,no_samp,min_max_scale,k_best_sel",14,"(16, 4)",91925,0.10752688172043004,0.8709677419354824,0.0641182863238915,0.18520959714573712,0.2379999999999999,0.21124999999999985,0.09857142857142856,0.1586666666666669,0.3309523809523811
"woe_enc,most_freq_imp,min_max_scale,k_best_sel,no_samp",14,"(16, 4)",91925,0.1172043010752688,0.8593548387096774,0.060110270291827465,0.21919572108197066,0.2390000000000003,0.21079046424090328,0.10142857142857142,0.1596526386105543,0.3307142857142861
"woe_enc,median_imp,k_best_sel,max_abs_scale,under_samp",14,"(16, 4)",91925,0.1229938362208534,0.7634713464299835,0.08684754275259647,0.17117931301053396,0.2797916666666668,0.2693626749807384,0.3023437500000001,0.2863051559808598,0.2797916666666668
"woe_enc,most_freq_imp,k_best_sel,min_max_scale,no_samp",14,"(16, 4)",91925,0.1172043010752688,0.8593548387096774,0.060110270291827465,0.21919572108197066,0.2390000000000003,0.21079046424090328,0.10142857142857142,0.1596526386105543,0.3307142857142861
"woe_enc,median_imp,min_max_scale,k_best_sel,no_samp",14,"(16, 4)",91925,0.1172043010752688,0.8593548387096774,0.06708940268596887,0.2117649394552661,0.2390000000000003,0.21079046424090328,0.10142857142857142,0.1596526386105543,0.3307142857142861
"count_enc,median_imp,k_best_sel,no_samp,min_max_scale",14,"(16, 4)",91925,0.07985039738195432,0.9105571847507344,0.03627154807126694,0.1741263922040303,0.2920000000000001,0.2649769585253453,0.08857142857142862,0.1862244897959186,0.4276190476190473
"target_enc,median_imp,k_best_sel,no_samp,min_max_scale",15,"(16, 4)",91925,0.10752688172043004,0.8709677419354824,0.0641182863238915,0.18520959714573712,0.2379999999999999,0.21124999999999985,0.09857142857142856,0.1586666666666669,0.3309523809523811
"target_enc,median_imp,no_samp,min_max_scale,k_best_sel",15,"(16, 4)",91925,0.10752688172043004,0.8709677419354824,0.0641182863238915,0.18520959714573712,0.2379999999999999,0.21124999999999985,0.09857142857142856,0.1586666666666669,0.3309523809523811
"target_enc,median_imp,k_best_sel,min_max_scale,no_samp",15,"(16, 4)",91925,0.10752688172043004,0.8709677419354824,0.0641182863238915,0.18520959714573712,0.2379999999999999,0.21124999999999985,0.09857142857142856,0.1586666666666669,0.3309523809523811
"woe_enc,median_imp,min_max_scale,k_best_sel,no_samp",15,"(16, 4)",91925,0.1172043010752688,0.8593548387096774,0.06708940268596887,0.2117649394552661,0.2390000000000003,0.21079046424090328,0.10142857142857142,0.1596526386105543,0.3307142857142861
"target_enc,median_imp,min_max_scale,k_best_sel,no_samp",15,"(16, 4)",91925,0.10752688172043004,0.8709677419354824,0.0641182863238915,0.18520959714573712,0.2379999999999999,0.21124999999999985,0.09857142857142856,0.1586666666666669,0.3309523809523811
"woe_enc,most_freq_imp,min_max_scale,k_best_sel,no_samp",15,"(16, 4)",91925,0.1172043010752688,0.8593548387096774,0.060110270291827465,0.21919572108197066,0.2390000000000003,0.21079046424090328,0.10142857142857142,0.1596526386105543,0.3307142857142861
"woe_enc,most_freq_imp,k_best_sel,min_max_scale,no_samp",15,"(16, 4)",91925,0.1172043010752688,0.8593548387096774,0.060110270291827465,0.21919572108197066,0.2390000000000003,0.21079046424090328,0.10142857142857142,0.1596526386105543,0.3307142857142861
"target_enc,median_imp,quant_scale,k_best_sel,no_samp",15,"(16, 4)",91925,0.1085086489013556,0.8684165769034513,0.07696986011824655,0.17971254708688095,0.2509999999999998,0.21618204804045507,0.11428571428571413,0.16834339369550655,0.3421428571428571
"woe_enc,median_imp,k_best_sel,max_abs_scale,under_samp",15,"(16, 4)",91925,0.1229938362208534,0.7634713464299835,0.08684754275259647,0.17117931301053396,0.2797916666666668,0.2693626749807384,0.3023437500000001,0.2863051559808598,0.2797916666666668
"woe_enc,median_imp,k_best_sel,min_max_scale,no_samp",15,"(16, 4)",91925,0.1172043010752688,0.8593548387096774,0.06708940268596887,0.2117649394552661,0.2390000000000003,0.21079046424090328,0.10142857142857142,0.1596526386105543,0.3307142857142861
"target_enc,median_imp,k_best_sel,no_samp,min_max_scale",16,"(16, 4)",91925,0.10752688172043004,0.8709677419354824,0.0641182863238915,0.18520959714573712,0.2379999999999999,0.21124999999999985,0.09857142857142856,0.1586666666666669,0.3309523809523811
"target_enc,median_imp,no_samp,min_max_scale,k_best_sel",16,"(16, 4)",91925,0.10752688172043004,0.8709677419354824,0.0641182863238915,0.18520959714573712,0.2379999999999999,0.21124999999999985,0.09857142857142856,0.1586666666666669,0.3309523809523811
"target_enc,median_imp,min_max_scale,k_best_sel,no_samp",16,"(16, 4)",91925,0.10752688172043004,0.8709677419354824,0.0641182863238915,0.18520959714573712,0.2379999999999999,0.21124999999999985,0.09857142857142856,0.1586666666666669,0.3309523809523811
"woe_enc,median_imp,min_max_scale,k_best_sel,no_samp",16,"(16, 4)",91925,0.1172043010752688,0.8593548387096774,0.06708940268596887,0.2117649394552661,0.2390000000000003,0.21079046424090328,0.10142857142857142,0.1596526386105543,0.3307142857142861
"woe_enc,median_imp,k_best_sel,min_max_scale,no_samp",16,"(16, 4)",91925,0.1172043010752688,0.8593548387096774,0.06708940268596887,0.2117649394552661,0.2390000000000003,0.21079046424090328,0.10142857142857142,0.1596526386105543,0.3307142857142861
"target_enc,median_imp,k_best_sel,min_max_scale,no_samp",16,"(16, 4)",91925,0.10752688172043004,0.8709677419354824,0.0641182863238915,0.18520959714573712,0.2379999999999999,0.21124999999999985,0.09857142857142856,0.1586666666666669,0.3309523809523811
"woe_enc,most_freq_imp,k_best_sel,min_max_scale,no_samp",16,"(16, 4)",91925,0.1172043010752688,0.8593548387096774,0.060110270291827465,0.21919572108197066,0.2390000000000003,0.21079046424090328,0.10142857142857142,0.1596526386105543,0.3307142857142861
"woe_enc,most_freq_imp,min_max_scale,k_best_sel,no_samp",16,"(16, 4)",91925,0.1172043010752688,0.8593548387096774,0.060110270291827465,0.21919572108197066,0.2390000000000003,0.21079046424090328,0.10142857142857142,0.1596526386105543,0.3307142857142861
"woe_enc,mean_imp,min_max_scale,k_best_sel,no_samp",16,"(16, 4)",91925,0.1139784946236561,0.8632258064516114,0.060110270291827465,0.21002140915536532,0.24000000000000016,0.211779448621554,0.10142857142857142,0.16021361815754348,0.3323809523809519
"target_enc,median_imp,k_best_sel,no_samp,no_scale",16,"(16, 4)",91925,0.04226273959794291,0.9528896763770904,0.03046889799499497,0.05698313979335224,0.2720000000000001,0.2579185520361995,0.06285714285714275,0.17171717171717146,0.4114285714285718
"target_enc,median_imp,k_best_sel,no_samp,no_scale",17,"(16, 4)",91925,0.04226273959794291,0.9528896763770904,0.03046889799499497,0.05698313979335224,0.2720000000000001,0.2579185520361995,0.06285714285714275,0.17171717171717146,0.4114285714285718
"target_enc,median_imp,min_max_scale,k_best_sel,no_samp",17,"(16, 4)",91925,0.10752688172043004,0.8709677419354824,0.0641182863238915,0.18520959714573712,0.2379999999999999,0.21124999999999985,0.09857142857142856,0.1586666666666669,0.3309523809523811
"woe_enc,mean_imp,min_max_scale,k_best_sel,no_samp",17,"(16, 4)",91925,0.1139784946236561,0.8632258064516114,0.060110270291827465,0.21002140915536532,0.24000000000000016,0.211779448621554,0.10142857142857142,0.16021361815754348,0.3323809523809519
"target_enc,median_imp,no_samp,min_max_scale,k_best_sel",17,"(16, 4)",91925,0.10752688172043004,0.8709677419354824,0.0641182863238915,0.18520959714573712,0.2379999999999999,0.21124999999999985,0.09857142857142856,0.1586666666666669,0.3309523809523811
"woe_enc,median_imp,k_best_sel,min_max_scale,no_samp",17,"(16, 4)",91925,0.1172043010752688,0.8593548387096774,0.06708940268596887,0.2117649394552661,0.2390000000000003,0.21079046424090328,0.10142857142857142,0.1596526386105543,0.3307142857142861
"target_enc,median_imp,k_best_sel,no_samp,min_max_scale",17,"(16, 4)",91925,0.10752688172043004,0.8709677419354824,0.0641182863238915,0.18520959714573712,0.2379999999999999,0.21124999999999985,0.09857142857142856,0.1586666666666669,0.3309523809523811
"woe_enc,median_imp,min_max_scale,k_best_sel,no_samp",17,"(16, 4)",91925,0.1172043010752688,0.8593548387096774,0.06708940268596887,0.2117649394552661,0.2390000000000003,0.21079046424090328,0.10142857142857142,0.1596526386105543,0.3307142857142861
"target_enc,median_imp,k_best_sel,min_max_scale,no_samp",17,"(16, 4)",91925,0.10752688172043004,0.8709677419354824,0.0641182863238915,0.18520959714573712,0.2379999999999999,0.21124999999999985,0.09857142857142856,0.1586666666666669,0.3309523809523811
"woe_enc,most_freq_imp,k_best_sel,min_max_scale,no_samp",17,"(16, 4)",91925,0.1172043010752688,0.8593548387096774,0.060110270291827465,0.21919572108197066,0.2390000000000003,0.21079046424090328,0.10142857142857142,0.1596526386105543,0.3307142857142861
"target_enc,median_imp,no_sel,no_samp,min_max_scale",17,"(16, 4)",91925,0.11061243571762518,0.8651544511569595,0.05306134657374443,0.20561430300777106,0.2420000000000004,0.2086513994910941,0.11142857142857128,0.16285329744279942,0.329047619047619
"target_enc,median_imp,no_sel,no_samp,min_max_scale",18,"(16, 4)",91925,0.11061243571762518,0.8651544511569595,0.05306134657374443,0.20561430300777106,0.2420000000000004,0.2086513994910941,0.11142857142857128,0.16285329744279942,0.329047619047619
"target_enc,median_imp,k_best_sel,no_samp,min_max_scale",18,"(16, 4)",91925,0.10752688172043004,0.8709677419354824,0.0641182863238915,0.18520959714573712,0.2379999999999999,0.21124999999999985,0.09857142857142856,0.1586666666666669,0.3309523809523811
"target_enc,median_imp,k_best_sel,no_samp,no_scale",18,"(16, 4)",91925,0.04226273959794291,0.9528896763770904,0.03046889799499497,0.05698313979335224,0.2720000000000001,0.2579185520361995,0.06285714285714275,0.17171717171717146,0.4114285714285718
"target_enc,median_imp,min_max_scale,k_best_sel,no_samp",18,"(16, 4)",91925,0.10752688172043004,0.8709677419354824,0.0641182863238915,0.18520959714573712,0.2379999999999999,0.21124999999999985,0.09857142857142856,0.1586666666666669,0.3309523809523811
"target_enc,median_imp,k_best_sel,min_max_scale,no_samp",18,"(16, 4)",91925,0.10752688172043004,0.8709677419354824,0.0641182863238915,0.18520959714573712,0.2379999999999999,0.21124999999999985,0.09857142857142856,0.1586666666666669,0.3309523809523811
"target_enc,median_imp,no_samp,min_max_scale,k_best_sel",18,"(16, 4)",91925,0.10752688172043004,0.8709677419354824,0.0641182863238915,0.18520959714573712,0.2379999999999999,0.21124999999999985,0.09857142857142856,0.1586666666666669,0.3309523809523811
"woe_enc,median_imp,k_best_sel,min_max_scale,no_samp",18,"(16, 4)",91925,0.1172043010752688,0.8593548387096774,0.06708940268596887,0.2117649394552661,0.2390000000000003,0.21079046424090328,0.10142857142857142,0.1596526386105543,0.3307142857142861
"woe_enc,mean_imp,min_max_scale,k_best_sel,no_samp",18,"(16, 4)",91925,0.1139784946236561,0.8632258064516114,0.060110270291827465,0.21002140915536532,0.24000000000000016,0.211779448621554,0.10142857142857142,0.16021361815754348,0.3323809523809519
"target_enc,mean_imp,no_samp,min_max_scale,k_best_sel",18,"(16, 4)",91925,0.11542776998597486,0.8617271505376338,0.06909341070200095,0.20459463554469265,0.2390000000000003,0.21151439299123886,0.0999999999999999,0.15943962641761186,0.3316666666666669
"woe_enc,median_imp,min_max_scale,k_best_sel,no_samp",18,"(16, 4)",91925,0.1172043010752688,0.8593548387096774,0.06708940268596887,0.2117649394552661,0.2390000000000003,0.21079046424090328,0.10142857142857142,0.1596526386105543,0.3307142857142861
"woe_enc,median_imp,k_best_sel,min_max_scale,no_samp",19,"(16, 4)",91925,0.1172043010752688,0.8593548387096774,0.06708940268596887,0.2117649394552661,0.2390000000000003,0.21079046424090328,0.10142857142857142,0.1596526386105543,0.3307142857142861
"woe_enc,mean_imp,min_max_scale,k_best_sel,no_samp",19,"(16, 4)",91925,0.1139784946236561,0.8632258064516114,0.060110270291827465,0.21002140915536532,0.24000000000000016,0.211779448621554,0.10142857142857142,0.16021361815754348,0.3323809523809519
"target_enc,mean_imp,no_samp,min_max_scale,k_best_sel",19,"(16, 4)",91925,0.11542776998597486,0.8617271505376338,0.06909341070200095,0.20459463554469265,0.2390000000000003,0.21151439299123886,0.0999999999999999,0.15943962641761186,0.3316666666666669
"target_enc,median_imp,k_best_sel,no_samp,min_max_scale",19,"(16, 4)",91925,0.10752688172043004,0.8709677419354824,0.0641182863238915,0.18520959714573712,0.2379999999999999,0.21124999999999985,0.09857142857142856,0.1586666666666669,0.3309523809523811
"target_enc,median_imp,no_sel,no_samp,no_scale",19,"(16, 4)",91925,0.09050958391771856,0.8976203067160229,0.05921295326972356,0.17223471223989506,0.2780000000000002,0.2535046728971966,0.08714285714285719,0.17866323907455015,0.4052380952380947
"target_enc,median_imp,k_best_sel,min_max_scale,no_samp",19,"(16, 4)",91925,0.10752688172043004,0.8709677419354824,0.0641182863238915,0.18520959714573712,0.2379999999999999,0.21124999999999985,0.09857142857142856,0.1586666666666669,0.3309523809523811
"target_enc,median_imp,k_best_sel,no_samp,no_scale",19,"(16, 4)",91925,0.04226273959794291,0.9528896763770904,0.03046889799499497,0.05698313979335224,0.2720000000000001,0.2579185520361995,0.06285714285714275,0.17171717171717146,0.4114285714285718
"target_enc,median_imp,no_samp,min_max_scale,k_best_sel",19,"(16, 4)",91925,0.10752688172043004,0.8709677419354824,0.0641182863238915,0.18520959714573712,0.2379999999999999,0.21124999999999985,0.09857142857142856,0.1586666666666669,0.3309523809523811
"target_enc,median_imp,k_best_sel,no_scale,no_samp",19,"(16, 4)",91925,0.04226273959794291,0.9528896763770904,0.03046889799499497,0.05698313979335224,0.2720000000000001,0.2579185520361995,0.06285714285714275,0.17171717171717146,0.4114285714285718
"target_enc,median_imp,min_max_scale,k_best_sel,no_samp",19,"(16, 4)",91925,0.10752688172043004,0.8709677419354824,0.0641182863238915,0.18520959714573712,0.2379999999999999,0.21124999999999985,0.09857142857142856,0.1586666666666669,0.3309523809523811
"target_enc,median_imp,k_best_sel,no_samp,min_max_scale",20,"(16, 4)",91925,0.10752688172043004,0.8709677419354824,0.0641182863238915,0.18520959714573712,0.2379999999999999,0.21124999999999985,0.09857142857142856,0.1586666666666669,0.3309523809523811
"target_enc,median_imp,k_best_sel,no_samp,no_scale",20,"(16, 4)",91925,0.04226273959794291,0.9528896763770904,0.03046889799499497,0.05698313979335224,0.2720000000000001,0.2579185520361995,0.06285714285714275,0.17171717171717146,0.4114285714285718
"target_enc,median_imp,k_best_sel,min_max_scale,no_samp",20,"(16, 4)",91925,0.10752688172043004,0.8709677419354824,0.0641182863238915,0.18520959714573712,0.2379999999999999,0.21124999999999985,0.09857142857142856,0.1586666666666669,0.3309523809523811
"target_enc,median_imp,min_max_scale,k_best_sel,no_samp",20,"(16, 4)",91925,0.10752688172043004,0.8709677419354824,0.0641182863238915,0.18520959714573712,0.2379999999999999,0.21124999999999985,0.09857142857142856,0.1586666666666669,0.3309523809523811
"target_enc,median_imp,k_best_sel,no_scale,no_samp",20,"(16, 4)",91925,0.04226273959794291,0.9528896763770904,0.03046889799499497,0.05698313979335224,0.2720000000000001,0.2579185520361995,0.06285714285714275,0.17171717171717146,0.4114285714285718
"woe_enc,median_imp,k_best_sel,min_max_scale,no_samp",20,"(16, 4)",91925,0.1172043010752688,0.8593548387096774,0.06708940268596887,0.2117649394552661,0.2390000000000003,0.21079046424090328,0.10142857142857142,0.1596526386105543,0.3307142857142861
"target_enc,median_imp,no_samp,min_max_scale,k_best_sel",20,"(16, 4)",91925,0.10752688172043004,0.8709677419354824,0.0641182863238915,0.18520959714573712,0.2379999999999999,0.21124999999999985,0.09857142857142856,0.1586666666666669,0.3309523809523811
"target_enc,mean_imp,k_best_sel,no_samp,min_max_scale",20,"(16, 4)",91925,0.11542776998597486,0.8617271505376338,0.06909341070200095,0.20459463554469265,0.2390000000000003,0.21151439299123886,0.0999999999999999,0.15943962641761186,0.3316666666666669
"target_enc,median_imp,no_scale,k_best_sel,no_samp",20,"(16, 4)",91925,0.04226273959794291,0.9528896763770904,0.03046889799499497,0.05698313979335224,0.2720000000000001,0.2579185520361995,0.06285714285714275,0.17171717171717146,0.4114285714285718
"target_enc,median_imp,no_sel,no_samp,no_scale",20,"(16, 4)",91925,0.09050958391771856,0.8976203067160229,0.05921295326972356,0.17223471223989506,0.2780000000000002,0.2535046728971966,0.08714285714285719,0.17866323907455015,0.4052380952380947
"onehot_enc,mean_imp,no_samp,no_sel,min_max_scale",0,"(20, 0)",91925,0.1101449275362319,0.8640429338103748,0.06598271169204081,0.18712205556062264,0.24000000000000016,0.20360824742268052,0.11714285714285723,0.16260162601625988,0.3219047619047616
"onehot_enc,mean_imp,max_abs_scale,no_samp,k_best_sel",0,"(20, 0)",91925,0.08686302010285192,0.8971947103413938,0.05810626227579532,0.14504607686823506,0.26200000000000034,0.2322738386308068,0.10285714285714297,0.17259552042160742,0.3680952380952374
"ordinal_enc,most_freq_imp,under_samp,k_best_sel,no_scale",0,"(20, 0)",91925,0.1409921183212565,0.7418070530702253,0.1033745970387558,0.21944570396031784,0.30398437500000003,0.30313918707681403,0.3061458333333334,0.3047095234790148,0.3039843749999999
"woe_enc,median_imp,k_best_sel,norm_scale,no_samp",0,"(20, 0)",91925,1.0,-1.0,0.0,1.0,0.3000000000000004,0.3000000000000004,0.0,0.17647058823529407,0.5
"loo_enc,median_imp,max_abs_scale,k_best_sel,over_samp",0,"(20, 0)",91925,0.1398348271908183,0.7351957841361366,0.0802756009531501,0.19955584746106025,0.2702901785714286,0.2607185938785965,0.29017857142857145,0.2757730482635823,0.2702901785714286
"woe_enc,most_freq_imp,k_best_sel,min_max_scale,no_samp",0,"(20, 0)",91925,0.1172043010752688,0.8593548387096774,0.060110270291827465,0.21919572108197066,0.2390000000000003,0.21079046424090328,0.10142857142857142,0.1596526386105543,0.3307142857142861
"ordinal_enc,most_freq_imp,no_scale,no_sel,no_samp",0,"(20, 0)",91925,0.10687237026647976,0.8726391442420203,0.06694982003808607,0.20235497878730554,0.27599999999999986,0.23697270471464016,0.12142857142857165,0.18326693227091626,0.3790476190476187
"count_enc,median_imp,k_best_sel,under_samp,max_abs_scale",0,"(20, 0)",91925,0.20658538111805352,0.6396759082572976,0.22660054915421005,0.3655016130861953,0.3316666666666665,0.3322675983556277,0.33,0.3311973019094375,0.3316666666666667
"target_enc,median_imp,max_abs_scale,no_sel,over_samp",0,"(20, 0)",91925,0.11850629652405903,0.7759736904818617,0.07389358941764128,0.15757266083969482,0.262734375,0.25726707969686324,0.2738169642857143,0.2656647693926641,0.262734375
"onehot_enc,mean_imp,quant_scale,no_samp,k_best_sel",0,"(20, 0)",91925,0.11365123889668086,0.8640912394476442,0.07696986011824655,0.2032487399875968,0.2609999999999997,0.22596754057428245,0.11428571428571413,0.1738840772818122,0.3588095238095237
"ordinal_enc,most_freq_imp,under_samp,k_best_sel,no_scale",1,"(20, 0)",91925,0.1409921183212565,0.7418070530702253,0.1033745970387558,0.21944570396031784,0.30398437500000003,0.30313918707681403,0.3061458333333334,0.3047095234790148,0.3039843749999999
"ordinal_enc,most_freq_imp,no_scale,no_sel,no_samp",1,"(20, 0)",91925,0.10687237026647976,0.8726391442420203,0.06694982003808607,0.20235497878730554,0.27599999999999986,0.23697270471464016,0.12142857142857165,0.18326693227091626,0.3790476190476187
"loo_enc,median_imp,max_abs_scale,k_best_sel,no_samp",1,"(20, 0)",91925,0.1021505376344087,0.8821339950372216,0.05230361219952339,0.19164748078110752,0.24300000000000024,0.22634730538922185,0.0771428571428573,0.1583061889250814,0.3535714285714281
"woe_enc,most_freq_imp,k_best_sel,min_max_scale,over_samp",1,"(20, 0)",91925,0.12849058161335164,0.7521707848966306,0.07354260760326628,0.17529258815312868,0.26582589285714275,0.2535361088577163,0.2906250000000001,0.2725774211977093,0.2658258928571428
"onehot_enc,mean_imp,quant_scale,over_samp,k_best_sel",1,"(20, 0)",91925,0.14871134754638698,0.7174993781065114,0.14599939929610464,0.22784486864012374,0.28735491071428565,0.2769050741724084,0.3104910714285716,0.2941688804115846,0.28735491071428565
"target_enc,median_imp,max_abs_scale,no_sel,no_samp",1,"(20, 0)",91925,0.11538101916783547,0.8664213033124065,0.06619208566386503,0.2199458682662954,0.25,0.22826086956521724,0.08714285714285719,0.16361256544502642,0.358571428571428
"onehot_enc,mean_imp,quant_scale,no_samp,k_best_sel",1,"(20, 0)",91925,0.11365123889668086,0.8640912394476442,0.07696986011824655,0.2032487399875968,0.2609999999999997,0.22596754057428245,0.11428571428571413,0.1738840772818122,0.3588095238095237
"count_enc,median_imp,k_best_sel,under_samp,max_abs_scale",1,"(20, 0)",91925,0.20658538111805352,0.6396759082572976,0.22660054915421005,0.3655016130861953,0.3316666666666665,0.3322675983556277,0.33,0.3311973019094375,0.3316666666666667
"woe_enc,most_freq_imp,k_best_sel,min_max_scale,no_samp",1,"(20, 0)",91925,0.1172043010752688,0.8593548387096774,0.060110270291827465,0.21919572108197066,0.2390000000000003,0.21079046424090328,0.10142857142857142,0.1596526386105543,0.3307142857142861
"woe_enc,median_imp,k_best_sel,norm_scale,no_samp",1,"(20, 0)",91925,1.0,-1.0,0.0,1.0,0.3000000000000004,0.3000000000000004,0.0,0.17647058823529407,0.5
"onehot_enc,median_imp,quant_scale,over_samp,k_best_sel",2,"(20, 0)",91925,0.14757268871846388,0.7202866260936891,0.14609894540324433,0.22689522319059302,0.28540178571428576,0.27540436983685845,0.3073883928571429,0.2918207074785328,0.28540178571428576
"loo_enc,mean_imp,max_abs_scale,k_best_sel,no_samp",2,"(20, 0)",91925,0.11005142589995304,0.8732295761753471,0.06923299334988374,0.1994025500048623,0.24600000000000036,0.2278177458033572,0.08000000000000004,0.16036505867014322,0.3566666666666665
