pipe,gen,reps,seed,dp,dpr,eo,eqOdds,accu,precision,recall,f1,roc_auc
"woe_enc,mean_imp,no_samp,no_sel,max_abs_scale",40,accu_dp,86674,0.10014025245441792,0.8768328445747792,0.04007019013150685,0.1873875444712923,0.2439999999999998,0.2084398976982095,0.11571428571428567,0.16464237516869126,0.3295238095238097
"count_enc,mean_imp,no_samp,no_sel,min_max_scale",40,accu_dp,86674,0.091304347826087,0.8975609756097568,0.05119692120559535,0.19299047517072354,0.29299999999999965,0.2641946697566625,0.0928571428571428,0.1874600127959051,0.4264285714285708
"woe_enc,mean_imp,min_max_scale,under_samp,no_sel",40,accu_dp,86674,0.1083084613574614,0.794720498704657,0.07905542642738375,0.14709423712914654,0.2768750000000001,0.2719328101839385,0.2876041666666666,0.2799077718916661,0.27687500000000004
"woe_enc,mean_imp,no_sel,no_samp,min_max_scale",40,accu_dp,86674,0.09513791491351113,0.8831936631844788,0.046082214179603,0.1645797404776961,0.24099999999999974,0.20764331210191106,0.11142857142857128,0.1622895622895621,0.3273809523809525
"count_enc,mean_imp,min_max_scale,no_samp,no_sel",40,accu_dp,86674,0.091304347826087,0.8975609756097568,0.05119692120559535,0.19299047517072354,0.29299999999999965,0.2641946697566625,0.0928571428571428,0.1874600127959051,0.4264285714285708
"onehot_enc,mean_imp,k_best_sel,no_samp,norm_scale",0,dp_accu,86674,1.0,-1.0,0.0,1.0,0.3000000000000004,0.3000000000000004,0.0,0.17647058823529407,0.5
"ordinal_enc,mean_imp,under_samp,no_sel,no_scale",0,dp_accu,86674,0.13677054950939366,0.7537399784978664,0.09088667115511252,0.2139908668417449,0.3172395833333333,0.31953645403137304,0.3108333333333333,0.3152848112582459,0.31723958333333324
"woe_enc,most_freq_imp,over_samp,k_best_sel,norm_scale",0,dp_accu,86674,0.5722320816721086,-1.0,0.3807524875621887,0.9161459947029312,0.4414508928571428,0.44637480895338816,0.34212053571428586,0.4016210307005432,0.4414508928571428
"count_enc,most_freq_imp,no_scale,over_samp,no_sel",0,dp_accu,86674,0.1936618371894638,0.6531117309498883,0.16302006999072774,0.3285639569613344,0.3286495535714285,0.3259837957045704,0.33598214285714273,0.3310623092345493,0.3286495535714285
"woe_enc,mean_imp,quant_scale,no_sel,no_samp",0,dp_accu,86674,0.10836839644693792,0.8664746543778813,0.07690006879430501,0.17704897123918725,0.2520000000000002,0.21208226221079715,0.1242857142857144,0.1705006765899864,0.3371428571428577
"count_enc,median_imp,quant_scale,under_samp,no_sel",0,dp_accu,86674,0.1655689781095158,0.6913790708923492,0.14611530750113172,0.2774143912707652,0.3379947916666667,0.3312060121583415,0.3580208333333333,0.3449518399254464,0.3379947916666667
"count_enc,median_imp,no_scale,k_best_sel,under_samp",0,dp_accu,86674,0.1825196877196873,0.6841704963617796,0.2125546703448248,0.3256124541000483,0.3450520833333333,0.34866360981749295,0.3327083333333333,0.34087991960507164,0.3450520833333333
"count_enc,mean_imp,k_best_sel,under_samp,no_scale",0,dp_accu,86674,0.17516965113269764,0.6936359430149368,0.17898153581623052,0.3028910355520488,0.3440885416666666,0.34641659701739197,0.33614583333333325,0.34141735882751323,0.3440885416666667
"onehot_enc,median_imp,max_abs_scale,no_samp,no_sel",0,dp_accu,86674,0.10869565217391307,0.8655913978494633,0.06694982003808607,0.18415045407430294,0.2449999999999997,0.20645161290322592,0.12142857142857165,0.16610169491525414,0.3273809523809525
"count_enc,median_imp,no_sel,quant_scale,over_samp",0,dp_accu,86674,0.18932206995144468,0.6463585237061956,0.15082138780047658,0.3140268120985185,0.3123883928571428,0.3010817886264461,0.3405580357142857,0.3214261861003788,0.3123883928571428
"ordinal_enc,mean_imp,under_samp,no_sel,no_scale",1,dp_accu,86674,0.13677054950939366,0.7537399784978664,0.09088667115511252,0.2139908668417449,0.3172395833333333,0.31953645403137304,0.3108333333333333,0.3152848112582459,0.31723958333333324
"count_enc,median_imp,no_sel,quant_scale,over_samp",1,dp_accu,86674,0.18932206995144468,0.6463585237061956,0.15082138780047658,0.3140268120985185,0.3123883928571428,0.3010817886264461,0.3405580357142857,0.3214261861003788,0.3123883928571428
"ordinal_enc,mean_imp,under_samp,k_best_sel,no_scale",1,dp_accu,86674,0.13787945811874328,0.7461438881624738,0.09129139928502666,0.2102332312654291,0.30325520833333325,0.30110455539301084,0.3085937500000001,0.3049537602783067,0.30325520833333325
"onehot_enc,mean_imp,no_sel,no_samp,norm_scale",1,dp_accu,86674,1.0,-1.0,0.0,1.0,0.3000000000000004,0.3000000000000004,0.0,0.17647058823529407,0.5
"count_enc,most_freq_imp,over_samp,k_best_sel,norm_scale",1,dp_accu,86674,0.4741476639781694,-1.0,0.4313588308457715,0.8299691899655922,0.3819196428571429,0.37085697426144987,0.4241964285714285,0.3988127826264915,0.3819196428571429
"woe_enc,median_imp,no_sel,quant_scale,over_samp",1,dp_accu,86674,0.11810607855603772,0.7752384792437562,0.07551748397292099,0.1528207535920253,0.2581138392857143,0.25050828139739123,0.2732812499999999,0.26208671696000563,0.2581138392857143
"count_enc,most_freq_imp,no_scale,over_samp,no_sel",1,dp_accu,86674,0.1936618371894638,0.6531117309498883,0.16302006999072774,0.3285639569613344,0.3286495535714285,0.3259837957045704,0.33598214285714273,0.3310623092345493,0.3286495535714285
"count_enc,median_imp,no_scale,k_best_sel,under_samp",1,dp_accu,86674,0.1825196877196873,0.6841704963617796,0.2125546703448248,0.3256124541000483,0.3450520833333333,0.34866360981749295,0.3327083333333333,0.34087991960507164,0.3450520833333333
"onehot_enc,median_imp,max_abs_scale,no_samp,no_sel",1,dp_accu,86674,0.10869565217391307,0.8655913978494633,0.06694982003808607,0.18415045407430294,0.2449999999999997,0.20645161290322592,0.12142857142857165,0.16610169491525414,0.3273809523809525
"woe_enc,mean_imp,quant_scale,no_sel,no_samp",1,dp_accu,86674,0.10836839644693792,0.8664746543778813,0.07690006879430501,0.17704897123918725,0.2520000000000002,0.21208226221079715,0.1242857142857144,0.1705006765899864,0.3371428571428577
"woe_enc,median_imp,no_sel,quant_scale,under_samp",2,dp_accu,86674,0.12110229681115554,0.7735081846643519,0.08041147799510458,0.1660551508420232,0.2790104166666668,0.2756259171147603,0.28651041666666666,0.281170975051436,0.2790104166666668
"ordinal_enc,mean_imp,over_samp,k_best_sel,no_scale",2,dp_accu,86674,0.1355924606293605,0.7477156934309223,0.09342659198995004,0.1981643301072757,0.29271205357142843,0.289170627784372,0.3009375,0.29513831007893154,0.2927120535714285
"count_enc,most_freq_imp,quant_scale,over_samp,no_sel",2,dp_accu,86674,0.1785131054840505,0.6643797366292676,0.1475111292236214,0.2958427340574349,0.3122767857142858,0.3013988367030266,0.3394196428571429,0.3209726050866665,0.3122767857142858
"count_enc,median_imp,no_sel,no_scale,over_samp",2,dp_accu,86674,0.1797837582650272,0.6774605497484065,0.1548535503843508,0.3041212108730501,0.3283035714285715,0.32692334299993353,0.3320089285714285,0.3295119792231161,0.32830357142857153
"ordinal_enc,mean_imp,over_samp,no_sel,no_scale",2,dp_accu,86674,0.1310433802907704,0.758839806466356,0.08759107144637529,0.19366752193489156,0.2969642857142857,0.2965650322827966,0.2977901785714286,0.2972053380930362,0.2969642857142857
"woe_enc,median_imp,no_sel,quant_scale,over_samp",2,dp_accu,86674,0.11810607855603772,0.7752384792437562,0.07551748397292099,0.1528207535920253,0.2581138392857143,0.25050828139739123,0.2732812499999999,0.26208671696000563,0.2581138392857143
"ordinal_enc,mean_imp,under_samp,k_best_sel,no_scale",2,dp_accu,86674,0.13787945811874328,0.7461438881624738,0.09129139928502666,0.2102332312654291,0.30325520833333325,0.30110455539301084,0.3085937500000001,0.3049537602783067,0.30325520833333325
"onehot_enc,median_imp,max_abs_scale,no_samp,no_sel",2,dp_accu,86674,0.10869565217391307,0.8655913978494633,0.06694982003808607,0.18415045407430294,0.2449999999999997,0.20645161290322592,0.12142857142857165,0.16610169491525414,0.3273809523809525
"ordinal_enc,mean_imp,under_samp,no_sel,no_scale",2,dp_accu,86674,0.13677054950939366,0.7537399784978664,0.09088667115511252,0.2139908668417449,0.3172395833333333,0.31953645403137304,0.3108333333333333,0.3152848112582459,0.31723958333333324
"woe_enc,mean_imp,quant_scale,no_sel,no_samp",2,dp_accu,86674,0.10836839644693792,0.8664746543778813,0.07690006879430501,0.17704897123918725,0.2520000000000002,0.21208226221079715,0.1242857142857144,0.1705006765899864,0.3371428571428577
"ordinal_enc,mean_imp,over_samp,k_best_sel,no_scale",3,dp_accu,86674,0.1355924606293605,0.7477156934309223,0.09342659198995004,0.1981643301072757,0.29271205357142843,0.289170627784372,0.3009375,0.29513831007893154,0.2927120535714285
"ordinal_enc,mean_imp,under_samp,no_sel,no_scale",3,dp_accu,86674,0.13677054950939366,0.7537399784978664,0.09088667115511252,0.2139908668417449,0.3172395833333333,0.31953645403137304,0.3108333333333333,0.3152848112582459,0.31723958333333324
"onehot_enc,mean_imp,max_abs_scale,no_samp,no_sel",3,dp_accu,86674,0.11337073398784467,0.8600611691384396,0.07095783607015026,0.19209717993873154,0.24099999999999974,0.2038709677419353,0.11857142857142837,0.16338983050847472,0.32261904761904736
"woe_enc,median_imp,quant_scale,no_sel,no_samp",3,dp_accu,86674,0.12351566152407667,0.8494243702268333,0.08892411689049744,0.20742164318859044,0.2439999999999998,0.2084398976982095,0.11571428571428567,0.16464237516869126,0.3295238095238097
"ordinal_enc,mean_imp,over_samp,no_sel,no_scale",3,dp_accu,86674,0.1310433802907704,0.758839806466356,0.08759107144637529,0.19366752193489156,0.2969642857142857,0.2965650322827966,0.2977901785714286,0.2972053380930362,0.2969642857142857
"woe_enc,median_imp,no_sel,quant_scale,under_samp",3,dp_accu,86674,0.12110229681115554,0.7735081846643519,0.08041147799510458,0.1660551508420232,0.2790104166666668,0.2756259171147603,0.28651041666666666,0.281170975051436,0.2790104166666668
"woe_enc,mean_imp,quant_scale,no_sel,under_samp",3,dp_accu,86674,0.11338653751655632,0.7856068950285996,0.08256342536608775,0.1562521231901907,0.283828125,0.2787307287817564,0.29515625,0.2871009262609513,0.283828125
"ordinal_enc,mean_imp,under_samp,k_best_sel,no_scale",3,dp_accu,86674,0.13787945811874328,0.7461438881624738,0.09129139928502666,0.2102332312654291,0.30325520833333325,0.30110455539301084,0.3085937500000001,0.3049537602783067,0.30325520833333325
"onehot_enc,median_imp,max_abs_scale,no_samp,no_sel",3,dp_accu,86674,0.10869565217391307,0.8655913978494633,0.06694982003808607,0.18415045407430294,0.2449999999999997,0.20645161290322592,0.12142857142857165,0.16610169491525414,0.3273809523809525
"woe_enc,mean_imp,quant_scale,no_sel,no_samp",3,dp_accu,86674,0.10836839644693792,0.8664746543778813,0.07690006879430501,0.17704897123918725,0.2520000000000002,0.21208226221079715,0.1242857142857144,0.1705006765899864,0.3371428571428577
"woe_enc,mean_imp,quant_scale,no_sel,no_samp",4,dp_accu,86674,0.10836839644693792,0.8664746543778813,0.07690006879430501,0.17704897123918725,0.2520000000000002,0.21208226221079715,0.1242857142857144,0.1705006765899864,0.3371428571428577
"ordinal_enc,median_imp,under_samp,k_best_sel,no_scale",4,dp_accu,86674,0.14172270127639305,0.7412312139781853,0.1007456767206566,0.21726709345537007,0.30276041666666664,0.3024397464481557,0.3036979166666667,0.3031618797480294,0.30276041666666664
"woe_enc,mean_imp,no_scale,no_sel,no_samp",4,dp_accu,86674,0.15558672276764815,0.8139430871582717,0.09196502457651624,0.3021576370939283,0.24000000000000016,0.2081218274111674,0.10857142857142854,0.16129032258064524,0.3276190476190476
"ordinal_enc,mean_imp,over_samp,k_best_sel,quant_scale",4,dp_accu,86674,0.14108429512750065,0.7466353861476376,0.11559670958833093,0.21527624652864616,0.29916294642857144,0.3029157229016294,0.2894866071428572,0.2962851044749563,0.2991629464285714
"onehot_enc,mean_imp,max_abs_scale,no_samp,no_sel",4,dp_accu,86674,0.11337073398784467,0.8600611691384396,0.07095783607015026,0.19209717993873154,0.24099999999999974,0.2038709677419353,0.11857142857142837,0.16338983050847472,0.32261904761904736
"woe_enc,median_imp,quant_scale,no_sel,under_samp",4,dp_accu,86674,0.11590771272360738,0.7828062338241839,0.07954817269493457,0.15791633999403631,0.2775260416666667,0.2742322389067297,0.2846875000000001,0.27956212787744955,0.2775260416666667
"woe_enc,median_imp,no_sel,quant_scale,under_samp",4,dp_accu,86674,0.12110229681115554,0.7735081846643519,0.08041147799510458,0.1660551508420232,0.2790104166666668,0.2756259171147603,0.28651041666666666,0.281170975051436,0.2790104166666668
"woe_enc,median_imp,quant_scale,no_sel,no_samp",4,dp_accu,86674,0.12351566152407667,0.8494243702268333,0.08892411689049744,0.20742164318859044,0.2439999999999998,0.2084398976982095,0.11571428571428567,0.16464237516869126,0.3295238095238097
"woe_enc,mean_imp,quant_scale,no_sel,under_samp",4,dp_accu,86674,0.11338653751655632,0.7856068950285996,0.08256342536608775,0.1562521231901907,0.283828125,0.2787307287817564,0.29515625,0.2871009262609513,0.283828125
"onehot_enc,median_imp,max_abs_scale,no_samp,no_sel",4,dp_accu,86674,0.10869565217391307,0.8655913978494633,0.06694982003808607,0.18415045407430294,0.2449999999999997,0.20645161290322592,0.12142857142857165,0.16610169491525414,0.3273809523809525
"woe_enc,mean_imp,quant_scale,no_sel,no_samp",5,dp_accu,86674,0.10836839644693792,0.8664746543778813,0.07690006879430501,0.17704897123918725,0.2520000000000002,0.21208226221079715,0.1242857142857144,0.1705006765899864,0.3371428571428577
"woe_enc,median_imp,quant_scale,no_sel,no_samp",5,dp_accu,86674,0.12351566152407667,0.8494243702268333,0.08892411689049744,0.20742164318859044,0.2439999999999998,0.2084398976982095,0.11571428571428567,0.16464237516869126,0.3295238095238097
"woe_enc,median_imp,quant_scale,no_sel,under_samp",5,dp_accu,86674,0.11590771272360738,0.7828062338241839,0.07954817269493457,0.15791633999403631,0.2775260416666667,0.2742322389067297,0.2846875000000001,0.27956212787744955,0.2775260416666667
"woe_enc,mean_imp,quant_scale,no_sel,under_samp",5,dp_accu,86674,0.11338653751655632,0.7856068950285996,0.08256342536608775,0.1562521231901907,0.283828125,0.2787307287817564,0.29515625,0.2871009262609513,0.283828125
"onehot_enc,median_imp,max_abs_scale,no_samp,no_sel",5,dp_accu,86674,0.10869565217391307,0.8655913978494633,0.06694982003808607,0.18415045407430294,0.2449999999999997,0.20645161290322592,0.12142857142857165,0.16610169491525414,0.3273809523809525
"onehot_enc,mean_imp,max_abs_scale,no_samp,no_sel",5,dp_accu,86674,0.11337073398784467,0.8600611691384396,0.07095783607015026,0.19209717993873154,0.24099999999999974,0.2038709677419353,0.11857142857142837,0.16338983050847472,0.32261904761904736
"woe_enc,mean_imp,no_scale,no_sel,no_samp",5,dp_accu,86674,0.15558672276764815,0.8139430871582717,0.09196502457651624,0.3021576370939283,0.24000000000000016,0.2081218274111674,0.10857142857142854,0.16129032258064524,0.3276190476190476
"ordinal_enc,mean_imp,over_samp,k_best_sel,quant_scale",5,dp_accu,86674,0.14108429512750065,0.7466353861476376,0.11559670958833093,0.21527624652864616,0.29916294642857144,0.3029157229016294,0.2894866071428572,0.2962851044749563,0.2991629464285714
"ordinal_enc,median_imp,under_samp,k_best_sel,no_scale",5,dp_accu,86674,0.14172270127639305,0.7412312139781853,0.1007456767206566,0.21726709345537007,0.30276041666666664,0.3024397464481557,0.3036979166666667,0.3031618797480294,0.30276041666666664
"woe_enc,median_imp,no_sel,quant_scale,under_samp",5,dp_accu,86674,0.12110229681115554,0.7735081846643519,0.08041147799510458,0.1660551508420232,0.2790104166666668,0.2756259171147603,0.28651041666666666,0.281170975051436,0.2790104166666668
"woe_enc,median_imp,no_scale,no_sel,no_samp",6,dp_accu,86674,0.12061711079943915,0.8524365133836652,0.06999072772410485,0.2160111898020142,0.24000000000000016,0.20512820512820493,0.11428571428571413,0.16216216216216206,0.3238095238095237
"woe_enc,mean_imp,quant_scale,no_sel,no_samp",6,dp_accu,86674,0.10836839644693792,0.8664746543778813,0.07690006879430501,0.17704897123918725,0.2520000000000002,0.21208226221079715,0.1242857142857144,0.1705006765899864,0.3371428571428577
"onehot_enc,median_imp,max_abs_scale,under_samp,no_sel",6,dp_accu,86674,0.1166638161464706,0.7819725110651343,0.07015739864100286,0.16447028590744225,0.292578125,0.2898322074370501,0.29890625,0.2944647346674414,0.292578125
"ordinal_enc,mean_imp,over_samp,k_best_sel,quant_scale",6,dp_accu,86674,0.14108429512750065,0.7466353861476376,0.11559670958833093,0.21527624652864616,0.29916294642857144,0.3029157229016294,0.2894866071428572,0.2962851044749563,0.2991629464285714
"onehot_enc,mean_imp,max_abs_scale,no_samp,no_sel",6,dp_accu,86674,0.11337073398784467,0.8600611691384396,0.07095783607015026,0.19209717993873154,0.24099999999999974,0.2038709677419353,0.11857142857142837,0.16338983050847472,0.32261904761904736
"woe_enc,mean_imp,quant_scale,no_sel,under_samp",6,dp_accu,86674,0.11338653751655632,0.7856068950285996,0.08256342536608775,0.1562521231901907,0.283828125,0.2787307287817564,0.29515625,0.2871009262609513,0.283828125
"woe_enc,median_imp,quant_scale,no_sel,no_samp",6,dp_accu,86674,0.12351566152407667,0.8494243702268333,0.08892411689049744,0.20742164318859044,0.2439999999999998,0.2084398976982095,0.11571428571428567,0.16464237516869126,0.3295238095238097
"woe_enc,mean_imp,no_scale,no_sel,no_samp",6,dp_accu,86674,0.15558672276764815,0.8139430871582717,0.09196502457651624,0.3021576370939283,0.24000000000000016,0.2081218274111674,0.10857142857142854,0.16129032258064524,0.3276190476190476
"ordinal_enc,median_imp,under_samp,k_best_sel,no_scale",6,dp_accu,86674,0.14172270127639305,0.7412312139781853,0.1007456767206566,0.21726709345537007,0.30276041666666664,0.3024397464481557,0.3036979166666667,0.3031618797480294,0.30276041666666664
"woe_enc,median_imp,quant_scale,k_best_sel,no_samp",6,dp_accu,86674,0.1146330060776064,0.861476752725835,0.07593296044825976,0.20485365788809812,0.2599999999999999,0.2222222222222219,0.12000000000000008,0.1742627345844506,0.3533333333333329
"woe_enc,mean_imp,quant_scale,no_sel,no_samp",7,dp_accu,86674,0.10836839644693792,0.8664746543778813,0.07690006879430501,0.17704897123918725,0.2520000000000002,0.21208226221079715,0.1242857142857144,0.1705006765899864,0.3371428571428577
"ordinal_enc,mean_imp,over_samp,k_best_sel,quant_scale",7,dp_accu,86674,0.14108429512750065,0.7466353861476376,0.11559670958833093,0.21527624652864616,0.29916294642857144,0.3029157229016294,0.2894866071428572,0.2962851044749563,0.2991629464285714
"onehot_enc,mean_imp,quant_scale,no_samp,no_sel",7,dp_accu,86674,0.10514258999532508,0.8704493087557597,0.07690006879430501,0.16787465931258144,0.2530000000000001,0.21309370988446705,0.1242857142857144,0.17106152805949998,0.3388095238095236
"woe_enc,mean_imp,max_abs_scale,no_sel,under_samp",7,dp_accu,86674,0.11979521925366705,0.7749413458382932,0.07665018419729243,0.15785004970476155,0.2741145833333333,0.2698698762944153,0.28322916666666664,0.2766623109422207,0.2741145833333333
"woe_enc,median_imp,quant_scale,no_sel,no_samp",7,dp_accu,86674,0.12351566152407667,0.8494243702268333,0.08892411689049744,0.20742164318859044,0.2439999999999998,0.2084398976982095,0.11571428571428567,0.16464237516869126,0.3295238095238097
"woe_enc,mean_imp,no_scale,no_sel,no_samp",7,dp_accu,86674,0.15558672276764815,0.8139430871582717,0.09196502457651624,0.3021576370939283,0.24000000000000016,0.2081218274111674,0.10857142857142854,0.16129032258064524,0.3276190476190476
"onehot_enc,mean_imp,max_abs_scale,no_samp,no_sel",7,dp_accu,86674,0.11337073398784467,0.8600611691384396,0.07095783607015026,0.19209717993873154,0.24099999999999974,0.2038709677419353,0.11857142857142837,0.16338983050847472,0.32261904761904736
"woe_enc,median_imp,no_scale,no_sel,no_samp",7,dp_accu,86674,0.12061711079943915,0.8524365133836652,0.06999072772410485,0.2160111898020142,0.24000000000000016,0.20512820512820493,0.11428571428571413,0.16216216216216206,0.3238095238095237
"woe_enc,mean_imp,quant_scale,no_sel,under_samp",7,dp_accu,86674,0.11338653751655632,0.7856068950285996,0.08256342536608775,0.1562521231901907,0.283828125,0.2787307287817564,0.29515625,0.2871009262609513,0.283828125
"woe_enc,median_imp,quant_scale,k_best_sel,no_samp",7,dp_accu,86674,0.1146330060776064,0.861476752725835,0.07593296044825976,0.20485365788809812,0.2599999999999999,0.2222222222222219,0.12000000000000008,0.1742627345844506,0.3533333333333329
"woe_enc,median_imp,no_scale,no_sel,no_samp",8,dp_accu,86674,0.12061711079943915,0.8524365133836652,0.06999072772410485,0.2160111898020142,0.24000000000000016,0.20512820512820493,0.11428571428571413,0.16216216216216206,0.3238095238095237
"woe_enc,mean_imp,quant_scale,no_sel,no_samp",8,dp_accu,86674,0.10836839644693792,0.8664746543778813,0.07690006879430501,0.17704897123918725,0.2520000000000002,0.21208226221079715,0.1242857142857144,0.1705006765899864,0.3371428571428577
"onehot_enc,mean_imp,quant_scale,no_samp,no_sel",8,dp_accu,86674,0.10514258999532508,0.8704493087557597,0.07690006879430501,0.16787465931258144,0.2530000000000001,0.21309370988446705,0.1242857142857144,0.17106152805949998,0.3388095238095236
"onehot_enc,mean_imp,max_abs_scale,no_samp,no_sel",8,dp_accu,86674,0.11337073398784467,0.8600611691384396,0.07095783607015026,0.19209717993873154,0.24099999999999974,0.2038709677419353,0.11857142857142837,0.16338983050847472,0.32261904761904736
"woe_enc,median_imp,quant_scale,k_best_sel,no_samp",8,dp_accu,86674,0.1146330060776064,0.861476752725835,0.07593296044825976,0.20485365788809812,0.2599999999999999,0.2222222222222219,0.12000000000000008,0.1742627345844506,0.3533333333333329
"woe_enc,median_imp,quant_scale,no_sel,no_samp",8,dp_accu,86674,0.12351566152407667,0.8494243702268333,0.08892411689049744,0.20742164318859044,0.2439999999999998,0.2084398976982095,0.11571428571428567,0.16464237516869126,0.3295238095238097
"ordinal_enc,mean_imp,over_samp,k_best_sel,quant_scale",8,dp_accu,86674,0.14108429512750065,0.7466353861476376,0.11559670958833093,0.21527624652864616,0.29916294642857144,0.3029157229016294,0.2894866071428572,0.2962851044749563,0.2991629464285714
"woe_enc,mean_imp,no_scale,no_sel,no_samp",8,dp_accu,86674,0.15558672276764815,0.8139430871582717,0.09196502457651624,0.3021576370939283,0.24000000000000016,0.2081218274111674,0.10857142857142854,0.16129032258064524,0.3276190476190476
"woe_enc,mean_imp,quant_scale,no_sel,under_samp",8,dp_accu,86674,0.11338653751655632,0.7856068950285996,0.08256342536608775,0.1562521231901907,0.283828125,0.2787307287817564,0.29515625,0.2871009262609513,0.283828125
"woe_enc,mean_imp,max_abs_scale,no_sel,under_samp",8,dp_accu,86674,0.11979521925366705,0.7749413458382932,0.07665018419729243,0.15785004970476155,0.2741145833333333,0.2698698762944153,0.28322916666666664,0.2766623109422207,0.2741145833333333
"ordinal_enc,mean_imp,quant_scale,over_samp,k_best_sel",9,dp_accu,86674,0.14303923875128188,0.7398224682182596,0.1208524013200531,0.2195839833725996,0.29443080357142865,0.29488762412069863,0.29312499999999986,0.2940329499425709,0.29443080357142865
"onehot_enc,mean_imp,no_samp,no_sel,max_abs_scale",9,dp_accu,86674,0.11337073398784467,0.8600611691384396,0.07095783607015026,0.19209717993873154,0.24099999999999974,0.2038709677419353,0.11857142857142837,0.16338983050847472,0.32261904761904736
"woe_enc,mean_imp,max_abs_scale,no_sel,under_samp",9,dp_accu,86674,0.11979521925366705,0.7749413458382932,0.07665018419729243,0.15785004970476155,0.2741145833333333,0.2698698762944153,0.28322916666666664,0.2766623109422207,0.2741145833333333
"woe_enc,median_imp,quant_scale,k_best_sel,no_samp",9,dp_accu,86674,0.1146330060776064,0.861476752725835,0.07593296044825976,0.20485365788809812,0.2599999999999999,0.2222222222222219,0.12000000000000008,0.1742627345844506,0.3533333333333329
"woe_enc,mean_imp,quant_scale,no_sel,under_samp",9,dp_accu,86674,0.11338653751655632,0.7856068950285996,0.08256342536608775,0.1562521231901907,0.283828125,0.2787307287817564,0.29515625,0.2871009262609513,0.283828125
"onehot_enc,mean_imp,max_abs_scale,no_samp,no_sel",9,dp_accu,86674,0.11337073398784467,0.8600611691384396,0.07095783607015026,0.19209717993873154,0.24099999999999974,0.2038709677419353,0.11857142857142837,0.16338983050847472,0.32261904761904736
"woe_enc,median_imp,no_scale,no_sel,no_samp",9,dp_accu,86674,0.12061711079943915,0.8524365133836652,0.06999072772410485,0.2160111898020142,0.24000000000000016,0.20512820512820493,0.11428571428571413,0.16216216216216206,0.3238095238095237
"onehot_enc,mean_imp,quant_scale,no_samp,no_sel",9,dp_accu,86674,0.10514258999532508,0.8704493087557597,0.07690006879430501,0.16787465931258144,0.2530000000000001,0.21309370988446705,0.1242857142857144,0.17106152805949998,0.3388095238095236
"woe_enc,mean_imp,quant_scale,no_sel,no_samp",9,dp_accu,86674,0.10836839644693792,0.8664746543778813,0.07690006879430501,0.17704897123918725,0.2520000000000002,0.21208226221079715,0.1242857142857144,0.1705006765899864,0.3371428571428577
"ordinal_enc,mean_imp,over_samp,k_best_sel,quant_scale",9,dp_accu,86674,0.14108429512750065,0.7466353861476376,0.11559670958833093,0.21527624652864616,0.29916294642857144,0.3029157229016294,0.2894866071428572,0.2962851044749563,0.2991629464285714
"woe_enc,median_imp,quant_scale,no_sel,no_samp",10,dp_accu,86674,0.12351566152407667,0.8494243702268333,0.08892411689049744,0.20742164318859044,0.2439999999999998,0.2084398976982095,0.11571428571428567,0.16464237516869126,0.3295238095238097
"onehot_enc,mean_imp,quant_scale,no_samp,k_best_sel",10,dp_accu,86674,0.11365123889668086,0.8640912394476442,0.07696986011824655,0.2032487399875968,0.2609999999999997,0.22596754057428245,0.11428571428571413,0.1738840772818122,0.3588095238095237
"onehot_enc,mean_imp,max_abs_scale,no_samp,no_sel",10,dp_accu,86674,0.11337073398784467,0.8600611691384396,0.07095783607015026,0.19209717993873154,0.24099999999999974,0.2038709677419353,0.11857142857142837,0.16338983050847472,0.32261904761904736
"woe_enc,mean_imp,quant_scale,no_sel,no_samp",10,dp_accu,86674,0.10836839644693792,0.8664746543778813,0.07690006879430501,0.17704897123918725,0.2520000000000002,0.21208226221079715,0.1242857142857144,0.1705006765899864,0.3371428571428577
"woe_enc,mean_imp,max_abs_scale,no_sel,no_samp",10,dp_accu,86674,0.10014025245441792,0.8768328445747792,0.04007019013150685,0.1873875444712923,0.2439999999999998,0.2084398976982095,0.11571428571428567,0.16464237516869126,0.3295238095238097
"woe_enc,median_imp,quant_scale,k_best_sel,under_samp",10,dp_accu,86674,0.11387364462780852,0.7840345289982891,0.0758732231101395,0.15724345583025093,0.2808854166666667,0.2749771476300379,0.2940104166666668,0.2846699850190333,0.2808854166666667
"onehot_enc,mean_imp,quant_scale,no_samp,no_sel",10,dp_accu,86674,0.10514258999532508,0.8704493087557597,0.07690006879430501,0.16787465931258144,0.2530000000000001,0.21309370988446705,0.1242857142857144,0.17106152805949998,0.3388095238095236
"ordinal_enc,mean_imp,over_samp,k_best_sel,quant_scale",10,dp_accu,86674,0.14108429512750065,0.7466353861476376,0.11559670958833093,0.21527624652864616,0.29916294642857144,0.3029157229016294,0.2894866071428572,0.2962851044749563,0.2991629464285714
"woe_enc,median_imp,no_scale,no_sel,no_samp",10,dp_accu,86674,0.12061711079943915,0.8524365133836652,0.06999072772410485,0.2160111898020142,0.24000000000000016,0.20512820512820493,0.11428571428571413,0.16216216216216206,0.3238095238095237
"woe_enc,mean_imp,quant_scale,no_sel,under_samp",10,dp_accu,86674,0.11338653751655632,0.7856068950285996,0.08256342536608775,0.1562521231901907,0.283828125,0.2787307287817564,0.29515625,0.2871009262609513,0.283828125
