compas_screening_date,sex,age,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_jail_in,c_jail_out,c_offense_date,c_arrest_date,c_days_from_compas,c_charge_degree,is_recid,num_r_cases,r_days_from_arrest,r_offense_date,r_jail_in,r_jail_out,num_vr_cases,vr_offense_date,v_decile_score,v_screening_date,screening_date
37,Male,58,0,0,1,0,0,1,-11.0,26.0,35.0,9213.0,,11.0,F,0,,,,,,,,1,37,37
36,Male,29,0,0,4,0,0,2,-26.0,10.0,10.0,9197.0,,26.0,M,0,,,,,,,,2,36,36
626,Female,53,1,0,1,0,0,1,-23.0,603.0,625.0,,6279.0,23.0,M,0,,,,,,,,1,626,626
576,Male,35,0,0,5,0,0,0,0.0,576.0,582.0,9763.0,,0.0,F,0,,,,,,,,3,576,576
422,Male,29,1,0,3,0,0,1,-66.0,356.0,392.0,,6032.0,66.0,F,0,,,,,,,,5,422,422
582,Male,30,0,0,1,0,0,4,-1.0,581.0,581.0,9768.0,,1.0,M,0,,,,,,,,2,582,582
470,Female,24,1,0,9,0,1,6,0.0,470.0,472.0,9656.0,,1.0,F,1,,0.0,1122.0,1121.0,1121.0,,1097.0,4,470,470
309,Male,21,1,0,9,0,4,2,-1.0,308.0,316.0,9495.0,,1.0,M,1,,,344.0,,,,533.0,9,309,309
99,Male,26,0,0,9,0,0,2,,,,,5759.0,16.0,M,0,,,,,,,,6,99,99
689,Male,50,0,0,7,0,0,5,0.0,689.0,699.0,9876.0,,0.0,F,1,,1.0,757.0,757.0,825.0,,,5,689,689
601,Male,33,1,0,9,0,0,0,-3.0,598.0,597.0,9785.0,,3.0,F,0,,,,,,,,7,601,601
43,Male,26,0,0,2,0,0,1,-1.0,42.0,42.0,9229.0,,1.0,F,0,,,,,,,,3,43,43
141,Male,49,0,2,7,0,1,18,-1.0,140.0,414.0,9327.0,,1.0,F,0,,,,,,,,4,141,141
248,Female,30,1,0,2,0,0,0,-1.0,247.0,247.0,9434.0,,1.0,M,0,,,,,,,,2,248,248
80,Male,31,0,1,5,0,0,6,,,,,5754.0,2.0,F,0,,,,,,,,8,80,80
693,Male,37,1,0,3,0,0,5,-1.0,692.0,720.0,,6368.0,1.0,F,0,,,,,,,,3,693,693
519,Female,60,1,0,4,0,0,5,-1.0,518.0,517.0,9704.0,,2.0,M,0,,,,,,,,1,519,519
273,Male,29,1,0,9,0,0,6,-43.0,230.0,247.0,,5906.0,43.0,F,1,,71.0,419.0,489.0,542.0,,,8,273,273
489,Male,55,0,0,1,0,0,0,0.0,489.0,489.0,9675.0,,1.0,F,0,,,,,,,,1,489,489
449,Male,29,1,0,4,0,0,0,0.0,449.0,449.0,9635.0,,1.0,M,1,,0.0,513.0,512.0,520.0,,488.0,4,449,449
48,Male,54,0,0,1,0,0,0,-1.0,47.0,47.0,9234.0,,1.0,M,0,,,,,,,,1,48,48
316,Male,29,0,0,4,0,0,4,-1.0,315.0,322.0,9502.0,,1.0,F,1,,,364.0,,,,451.0,4,316,316
683,Male,29,0,0,8,0,0,12,-1.0,682.0,682.0,9869.0,,1.0,F,0,,,,,,,,4,683,683
283,Female,59,1,0,1,0,0,0,-2.0,281.0,281.0,9468.0,,2.0,M,0,,,,,,,,1,283,283
85,Male,38,0,0,5,0,0,0,0.0,85.0,85.0,9271.0,,1.0,F,0,,,,,,,,1,85,85
253,Female,22,0,0,5,0,0,2,49.0,302.0,320.0,9340.0,,100.0,F,1,,0.0,878.0,877.0,876.0,,,4,253,253
132,Male,27,1,0,-1,0,0,1,102.0,234.0,370.0,8826.0,,493.0,M,0,,,,,,,,-1,132,132
632,Male,29,0,0,7,0,0,4,-53.0,579.0,604.0,,6255.0,53.0,F,1,,0.0,763.0,762.0,838.0,,738.0,6,632,632
51,Male,27,1,0,3,0,0,1,-1.0,50.0,50.0,9237.0,,1.0,M,1,,0.0,405.0,404.0,409.0,,,3,51,51
502,Male,26,0,0,5,0,0,7,-1.0,501.0,501.0,9688.0,,1.0,F,1,,0.0,644.0,643.0,643.0,,,5,502,502
110,Male,52,0,0,3,0,0,20,-1.0,109.0,136.0,9296.0,,1.0,F,0,,,,,,,,1,110,110
354,Male,66,0,0,6,0,0,33,0.0,354.0,367.0,9540.0,,1.0,F,1,,173.0,735.0,907.0,907.0,,,2,354,354
681,Male,22,0,0,10,0,0,0,-1.0,680.0,680.0,9867.0,,1.0,F,0,,,,,,,,5,681,681
67,Male,27,1,0,5,0,0,2,0.0,67.0,66.0,9253.0,,1.0,F,0,,,,,,,,4,67,67
111,Male,51,1,0,1,0,0,1,-1.0,110.0,110.0,9297.0,,1.0,M,0,,,,,,,,1,111,111
275,Male,35,1,0,2,0,0,1,0.0,275.0,348.0,,5951.0,0.0,F,0,,,,,,,,3,275,275
681,Male,71,1,0,1,0,0,2,-17.0,664.0,668.0,9851.0,,17.0,M,0,,,,,,,,1,681,681
670,Male,36,0,0,1,0,0,0,-1.0,669.0,669.0,9856.0,,1.0,M,0,,,,,,,,1,670,670
223,Male,26,0,0,7,0,0,1,,,,7900.0,,1510.0,F,0,,,,,,,,4,223,223
398,Male,52,1,0,3,0,0,4,-1.0,397.0,397.0,9584.0,,1.0,M,0,,,,,,,,2,398,398
640,Male,39,1,0,1,0,0,4,-1.0,639.0,645.0,,6315.0,1.0,F,0,,,,,,,,1,640,640
522,Male,30,1,0,5,0,0,1,-1.0,521.0,521.0,9708.0,,1.0,F,0,,,,,,,,3,522,522
135,Female,35,0,0,2,0,0,12,-54.0,81.0,80.0,9267.0,,55.0,M,0,,,,,,,,1,135,135
126,Male,25,0,2,8,0,1,2,-1.0,125.0,232.0,9312.0,,1.0,F,0,,,,,,,,9,126,126
74,Male,48,0,0,5,0,0,12,0.0,74.0,74.0,9261.0,,0.0,F,0,,,,,,,,4,74,74
420,Male,55,0,0,9,0,0,1,-1.0,419.0,554.0,9606.0,,1.0,F,0,,,,,,,,3,420,420
703,Female,62,0,0,1,0,0,0,-1.0,702.0,702.0,9889.0,,1.0,F,0,,,,,,,,1,703,703
485,Female,34,1,0,6,0,0,4,-1.0,484.0,503.0,9671.0,,1.0,F,0,,,,,,,,2,485,485
299,Female,26,0,0,2,0,0,0,-1.0,298.0,298.0,9485.0,,1.0,M,0,,,,,,,,2,299,299
378,Female,48,1,0,1,0,0,0,0.0,378.0,378.0,9565.0,,0.0,M,0,,,,,,,,1,378,378
238,Male,30,0,0,4,0,0,7,-1.0,237.0,274.0,9424.0,,1.0,M,0,,,,,,,,5,238,238
306,Male,28,0,0,1,0,0,2,-1.0,305.0,306.0,9492.0,,1.0,M,0,,,,,,,,2,306,306
280,Male,33,0,0,3,0,0,2,0.0,280.0,279.0,9467.0,,0.0,M,0,,,,,,,,3,280,280
112,Female,34,0,0,4,0,0,6,-1.0,111.0,162.0,9298.0,,1.0,F,0,,,,,,,,2,112,112
654,Female,22,0,0,9,0,0,1,-1.0,653.0,671.0,,6329.0,1.0,F,0,,,,,,,,5,654,654
353,Male,25,0,0,1,0,0,0,0.0,353.0,352.0,9540.0,,0.0,M,0,,,,,,,,2,353,353
674,Male,59,0,0,7,0,0,10,-1.0,673.0,799.0,,6349.0,1.0,F,1,,0.0,1098.0,1097.0,1097.0,,,4,674,674
526,Male,29,0,0,5,0,0,5,-1.0,525.0,526.0,9712.0,,1.0,F,1,,,545.0,,,,,3,526,526
611,Male,42,0,0,1,0,0,0,0.0,611.0,610.0,9798.0,,0.0,M,0,,,,,,,,1,611,611
99,Male,24,1,0,2,0,0,0,0.0,99.0,99.0,9286.0,,0.0,F,0,,,,,,,,3,99,99
678,Male,58,1,0,1,0,0,0,-1.0,677.0,677.0,9863.0,,2.0,F,0,,,,,,,,1,678,678
60,Male,48,1,0,7,0,0,1,-1.0,59.0,187.0,9246.0,,1.0,F,1,,,357.0,,,,,4,60,60
530,Female,54,1,0,1,0,0,2,0.0,530.0,530.0,9716.0,,1.0,F,0,,,,,,,,1,530,530
38,Male,55,0,0,8,0,0,0,61.0,99.0,143.0,9224.0,,1.0,M,1,,0.0,97.0,96.0,140.0,,72.0,4,38,38
517,Male,30,0,0,2,0,1,0,0.0,517.0,518.0,9704.0,,0.0,M,0,,,,,,,,2,517,517
544,Male,24,1,0,5,0,0,3,-214.0,330.0,330.0,9730.0,,1.0,F,0,,,,,,,,6,544,544
385,Male,52,0,0,5,0,0,4,0.0,385.0,385.0,9572.0,,0.0,M,0,,,,,,,,3,385,385
655,Male,20,0,0,4,0,0,0,0.0,655.0,654.0,9841.0,,1.0,F,1,,0.0,886.0,885.0,885.0,,,6,655,655
499,Male,25,1,0,4,0,0,4,-5.0,494.0,498.0,9680.0,,6.0,F,1,,,670.0,,,,,3,499,499
1,Male,24,1,0,2,0,0,0,-1.0,0.0,14.0,9187.0,,1.0,F,0,,,,,,,,3,1,1
19,Male,23,1,0,9,0,0,0,-1.0,18.0,18.0,9205.0,,1.0,M,0,,,,,,,,6,19,19
291,Male,27,1,0,4,1,3,6,-1.0,290.0,290.0,9477.0,,1.0,F,1,,,1100.0,,,,,3,291,291
689,Male,53,0,0,1,0,0,1,0.0,689.0,688.0,9876.0,,0.0,F,0,,,,,,,,1,689,689
528,Male,25,0,0,3,1,0,1,-1.0,527.0,527.0,9713.0,,2.0,M,1,,,750.0,,,,,3,528,528
658,Female,29,0,0,2,0,0,0,-1.0,657.0,657.0,9844.0,,1.0,F,0,,,,,,,,2,658,658
228,Male,31,0,0,2,0,0,0,-1.0,227.0,226.0,9414.0,,1.0,F,0,,,,,,,,1,228,228
467,Male,25,0,0,4,1,0,6,-1.0,466.0,469.0,,6141.0,2.0,F,1,,0.0,673.0,672.0,681.0,,,5,467,467
385,Male,32,1,0,1,0,0,1,-7.0,378.0,378.0,,6054.0,7.0,F,1,,0.0,948.0,947.0,947.0,,923.0,2,385,385
461,Male,21,1,0,3,0,0,0,-1.0,460.0,459.0,9646.0,,2.0,F,1,,,754.0,,,,,5,461,461
427,Male,45,1,0,5,0,0,10,-1.0,426.0,436.0,9613.0,,1.0,F,0,,,,,,,,7,427,427
51,Male,37,0,0,1,0,0,1,-1.0,50.0,54.0,9237.0,,1.0,F,0,,,,,,,,1,51,51
341,Male,25,1,0,3,0,0,0,0.0,341.0,340.0,9527.0,,1.0,F,0,,,,,,,,4,341,341
547,Male,21,0,0,3,0,0,0,0.0,547.0,546.0,9734.0,,0.0,M,0,,,,,,,,6,547,547
0,Male,32,0,1,10,1,0,20,0.0,0.0,0.0,,5676.0,0.0,F,0,,,,,,,,7,0,0
114,Male,35,0,0,7,0,0,0,-1.0,113.0,114.0,9300.0,,1.0,F,0,,,,,,,,2,114,114
618,Male,34,1,1,10,0,0,28,-86.0,532.0,617.0,9719.0,,86.0,F,0,,,,,,,,5,618,618
404,Male,42,0,0,7,0,0,14,-1.0,403.0,404.0,9590.0,,1.0,F,1,,0.0,443.0,442.0,509.0,,,6,404,404
251,Male,24,1,0,10,0,1,9,-23.0,228.0,237.0,9415.0,,23.0,M,1,,0.0,286.0,285.0,639.0,,1117.0,8,251,251
667,Female,26,1,0,2,0,0,1,-1.0,666.0,666.0,9853.0,,1.0,F,0,,,,,,,,2,667,667
551,Male,35,0,0,7,0,0,6,-1.0,550.0,619.0,9737.0,,1.0,M,0,,,,,,,,3,551,551
681,Female,26,1,0,9,0,0,0,-1.0,680.0,712.0,9867.0,,1.0,F,0,,,,,,,,9,681,681
560,Male,22,1,1,10,0,4,6,168.0,728.0,789.0,9496.0,,251.0,F,1,,32.0,694.0,725.0,786.0,,,10,560,560
235,Male,21,0,0,6,0,0,0,-1.0,234.0,234.0,9421.0,,1.0,F,1,,153.0,349.0,501.0,502.0,,,9,235,235
78,Male,47,1,0,1,0,0,1,0.0,78.0,77.0,9264.0,,1.0,M,0,,,,,,,,1,78,78
461,Male,71,1,0,1,0,0,0,-1.0,460.0,460.0,9647.0,,1.0,M,0,,,,,,,,1,461,461
555,Female,21,0,0,4,0,0,0,-1.0,554.0,554.0,9741.0,,1.0,M,0,,,,,,,,5,555,555
483,Male,68,1,0,1,0,0,0,0.0,483.0,483.0,9670.0,,0.0,M,0,,,,,,,,1,483,483
444,Male,27,0,0,9,0,0,5,-1.0,443.0,443.0,9630.0,,1.0,F,1,,0.0,926.0,925.0,924.0,,,7,444,444
652,Male,43,0,0,1,0,0,2,-12.0,640.0,643.0,9827.0,,12.0,M,1,,228.0,651.0,878.0,881.0,,,1,652,652
320,Male,46,1,0,6,0,0,2,-1.0,319.0,319.0,9506.0,,1.0,F,1,,143.0,597.0,739.0,738.0,,,1,320,320
28,Male,44,0,0,3,0,0,1,0.0,28.0,27.0,9215.0,,0.0,M,0,,,,,,,,1,28,28
601,Female,39,1,0,1,0,0,0,-1.0,600.0,600.0,9787.0,,1.0,F,0,,,,,,,,1,601,601
106,Male,27,0,0,5,0,0,0,,,,9292.0,,1.0,F,0,,,,,,,,5,106,106
346,Male,23,1,0,2,0,0,2,-1.0,345.0,345.0,9532.0,,1.0,F,0,,,,,,,,3,346,346
43,Female,50,0,0,1,0,0,1,,,,7910.0,,1320.0,F,0,,,,,,,,1,43,43
275,Male,42,0,0,5,0,0,8,-1.0,274.0,275.0,,5950.0,1.0,F,0,,,,,,,,2,275,275
141,Male,58,0,0,6,0,0,6,-1.0,140.0,283.0,9327.0,,1.0,F,0,,,,,,,,3,141,141
548,Male,24,0,0,3,0,0,0,-1.0,547.0,547.0,9734.0,,1.0,M,0,,,,,,,,4,548,548
479,Male,49,0,0,7,0,0,15,-107.0,372.0,478.0,,6076.0,79.0,F,0,,,,,,,,7,479,479
24,Male,26,0,0,6,0,1,3,-1.0,23.0,24.0,9210.0,,1.0,F,1,,0.0,917.0,916.0,1016.0,,,4,24,24
34,Female,48,0,0,1,0,0,0,-1.0,33.0,49.0,9220.0,,1.0,F,0,,,,,,,,1,34,34
302,Male,39,0,0,3,0,0,3,-1.0,301.0,303.0,9488.0,,1.0,F,1,,0.0,506.0,505.0,506.0,,,2,302,302
134,Male,21,0,0,5,2,0,3,0.0,134.0,133.0,,5809.0,1.0,F,1,,0.0,568.0,567.0,607.0,,882.0,6,134,134
395,Male,63,1,0,1,0,0,1,-9.0,386.0,391.0,9573.0,,9.0,M,0,,,,,,,,1,395,395
321,Male,22,0,0,7,1,0,3,-11.0,310.0,317.0,,5986.0,11.0,F,1,,,851.0,,,,833.0,7,321,321
33,Male,50,0,0,3,0,0,3,-1.0,32.0,32.0,9219.0,,1.0,M,0,,,,,,,,2,33,33
146,Male,38,0,0,1,0,0,0,-1.0,145.0,154.0,9332.0,,1.0,F,0,,,,,,,,1,146,146
294,Male,41,1,0,6,0,0,1,-6.0,288.0,293.0,9474.0,,7.0,F,0,,,,,,,,4,294,294
420,Male,28,0,8,8,0,1,16,-1.0,419.0,419.0,9606.0,,1.0,F,1,,0.0,854.0,853.0,877.0,,883.0,9,420,420
309,Female,30,0,0,3,0,0,0,0.0,309.0,309.0,9496.0,,0.0,M,0,,,,,,,,3,309,309
113,Male,23,0,0,5,0,0,1,0.0,113.0,112.0,9299.0,,1.0,F,0,,,,,,,,7,113,113
461,Male,21,1,0,3,0,0,0,-1.0,460.0,460.0,9647.0,,1.0,F,0,,,,,,,,6,461,461
387,Male,25,1,0,4,0,0,2,-13.0,374.0,385.0,,6050.0,13.0,F,1,,1.0,565.0,565.0,599.0,,,3,387,387
703,Male,53,1,0,1,0,0,2,-45.0,658.0,658.0,7885.0,,2005.0,M,0,,,,,,,,1,703,703
257,Male,40,1,0,4,0,0,5,0.0,257.0,256.0,9443.0,,1.0,F,0,,,,,,,,1,257,257
114,Male,24,0,0,8,0,0,8,0.0,114.0,113.0,9301.0,,0.0,F,0,,,,,,,,4,114,114
528,Female,23,1,0,8,0,1,3,-65.0,463.0,497.0,9650.0,,65.0,M,0,,,,,,,,4,528,528
355,Male,27,0,0,4,0,0,5,0.0,355.0,418.0,9542.0,,0.0,M,1,,114.0,663.0,776.0,794.0,,,9,355,355
669,Female,37,0,0,1,0,0,0,0.0,669.0,669.0,9855.0,,1.0,F,0,,,,,,,,1,669,669
249,Male,44,1,0,3,0,0,11,0.0,249.0,428.0,9436.0,,0.0,M,0,,,,,,,,6,249,249
302,Female,35,0,0,2,0,0,6,-1.0,301.0,301.0,,5977.0,1.0,F,1,,1.0,876.0,876.0,923.0,,851.0,1,302,302
36,Male,42,1,0,1,0,0,0,0.0,36.0,35.0,9223.0,,0.0,M,0,,,,,,,,1,36,36
388,Male,38,0,0,7,0,0,15,0.0,388.0,387.0,9574.0,,1.0,F,1,,,1156.0,,,,,5,388,388
64,Male,26,0,0,6,0,0,4,0.0,64.0,63.0,9250.0,,1.0,F,0,,,,,,,,6,64,64
147,Female,25,0,0,3,0,0,0,-1.0,146.0,146.0,9333.0,,1.0,M,0,,,,,,,,3,147,147
636,Male,34,1,0,1,0,0,0,-1.0,635.0,635.0,9822.0,,1.0,M,0,,,,,,,,1,636,636
344,Male,22,0,1,7,0,0,2,-1.0,343.0,343.0,9530.0,,1.0,F,0,,,,,,,,8,344,344
136,Male,24,1,0,4,0,0,1,,,,,5532.0,280.0,F,0,,,,,,,,6,136,136
224,Male,64,0,0,1,0,0,1,-8.0,216.0,223.0,9402.0,,9.0,F,0,,,,,,,,1,224,224
385,Female,49,1,0,1,0,0,2,0.0,385.0,384.0,9572.0,,0.0,M,1,,0.0,568.0,567.0,567.0,,,1,385,385
713,Male,50,1,0,1,0,0,5,-1.0,712.0,712.0,9899.0,,1.0,F,1,,0.0,717.0,716.0,741.0,,,1,713,713
455,Male,28,1,0,6,0,0,8,162.0,617.0,647.0,,5970.0,161.0,F,1,,,985.0,,,,,8,455,455
225,Male,66,1,0,1,0,0,0,0.0,225.0,225.0,9412.0,,0.0,M,1,,,940.0,,,,,1,225,225
232,Female,46,1,0,1,0,0,0,-1.0,231.0,231.0,9418.0,,1.0,M,0,,,,,,,,1,232,232
62,Male,30,0,0,6,0,1,5,-1.0,61.0,61.0,9248.0,,1.0,F,1,,0.0,232.0,231.0,231.0,,514.0,6,62,62
386,Female,22,1,0,3,0,0,0,0.0,386.0,385.0,9572.0,,1.0,M,0,,,,,,,,4,386,386
82,Male,23,1,0,4,0,0,1,-1.0,81.0,90.0,,5757.0,1.0,M,0,,,,,,,,6,82,82
340,Male,30,0,0,6,0,0,0,-1.0,339.0,339.0,9526.0,,1.0,M,1,,,520.0,,,,,5,340,340
696,Male,24,0,1,10,0,0,10,75.0,771.0,787.0,,6372.0,0.0,F,1,,0.0,769.0,768.0,784.0,,,5,696,696
374,Male,53,1,0,7,0,0,0,-1.0,373.0,787.0,9560.0,,1.0,F,0,,,,,,,,5,374,374
55,Male,31,0,0,1,0,0,0,-1.0,54.0,54.0,9240.0,,2.0,M,0,,,,,,,,2,55,55
632,Male,56,1,0,1,0,0,3,,,,9818.0,,1.0,M,0,,,,,,,,1,632,632
120,Male,31,0,0,2,0,0,1,-1.0,119.0,119.0,,5795.0,1.0,F,0,,,,,,,,2,120,120
655,Female,31,1,0,7,0,0,0,-2.0,653.0,657.0,9840.0,,2.0,F,0,,,,,,,,3,655,655
56,Male,21,0,4,7,0,0,4,622.0,678.0,795.0,,5664.0,68.0,F,1,,0.0,676.0,675.0,792.0,,,8,56,56
65,Male,28,0,0,8,0,0,4,747.0,812.0,863.0,,5375.0,366.0,F,1,,0.0,810.0,809.0,860.0,,,7,65,65
75,Male,25,0,0,3,0,0,0,-1.0,74.0,74.0,9261.0,,1.0,M,1,,0.0,965.0,964.0,966.0,,940.0,4,75,75
307,Female,21,1,0,7,0,0,0,-1.0,306.0,307.0,9493.0,,1.0,F,0,,,,,,,,5,307,307
12,Male,27,0,0,2,0,0,0,-1.0,11.0,11.0,9198.0,,1.0,M,0,,,,,,,,3,12,12
100,Male,48,1,0,-1,0,0,3,-1.0,99.0,100.0,9286.0,,1.0,F,1,,0.0,435.0,434.0,471.0,,,3,100,100
508,Male,20,0,0,2,0,0,0,-1.0,507.0,507.0,9694.0,,1.0,M,1,,0.0,706.0,705.0,705.0,,,5,508,508
203,Male,32,0,0,1,0,0,1,-27.0,176.0,175.0,9363.0,,27.0,F,0,,,,,,,,1,203,203
264,Female,24,1,0,5,0,1,0,0.0,264.0,264.0,9451.0,,0.0,F,0,,,,,,,,5,264,264
521,Male,22,0,0,7,0,0,1,-1.0,520.0,597.0,9707.0,,1.0,F,0,,,,,,,,6,521,521
652,Female,24,1,0,2,0,0,0,-1.0,651.0,651.0,9838.0,,1.0,M,0,,,,,,,,3,652,652
393,Male,20,0,1,3,0,0,1,-1.0,392.0,392.0,,6068.0,1.0,F,0,,,,,,,,6,393,393
569,Male,26,0,0,4,0,0,1,-56.0,513.0,567.0,9700.0,,56.0,F,0,,,,,,,,4,569,569
615,Female,48,0,0,1,0,0,0,0.0,615.0,614.0,9801.0,,1.0,M,0,,,,,,,,1,615,615
602,Male,26,0,0,1,0,0,0,-1.0,601.0,600.0,9788.0,,1.0,M,0,,,,,,,,2,602,602
192,Male,31,0,0,8,0,0,3,-20.0,172.0,191.0,9359.0,,20.0,M,1,,0.0,833.0,832.0,832.0,,,3,192,192
700,Male,27,0,0,7,0,0,3,-1.0,699.0,704.0,9886.0,,1.0,M,1,,0.0,884.0,883.0,883.0,,859.0,8,700,700
280,Male,59,0,0,5,0,0,17,-65.0,215.0,272.0,9402.0,,65.0,F,1,,72.0,437.0,508.0,535.0,,,2,280,280
17,Male,40,0,0,2,0,0,0,-1.0,16.0,16.0,9203.0,,1.0,F,0,,,,,,,,1,17,17
708,Male,22,0,0,10,0,0,11,0.0,708.0,707.0,9894.0,,1.0,F,1,,0.0,752.0,751.0,784.0,,1108.0,8,708,708
105,Female,38,0,0,1,0,0,1,-1.0,104.0,104.0,9291.0,,1.0,F,0,,,,,,,,1,105,105
709,Male,36,0,0,10,0,0,1,-8.0,701.0,740.0,9795.0,,101.0,M,1,,0.0,1025.0,1024.0,1082.0,,,9,709,709
493,Male,50,0,0,1,0,0,4,-1.0,492.0,492.0,9679.0,,1.0,M,0,,,,,,,,1,493,493
62,Male,30,0,0,7,0,0,1,0.0,62.0,62.0,9249.0,,0.0,M,0,,,,,,,,4,62,62
499,Male,27,1,0,6,0,0,6,-1.0,498.0,531.0,,6174.0,1.0,F,1,,,1102.0,,,,1077.0,4,499,499
309,Male,43,0,0,1,0,0,1,,,,9496.0,,0.0,M,0,,,,,,,,1,309,309
281,Female,59,1,0,1,0,0,0,0.0,281.0,280.0,9467.0,,1.0,M,0,,,,,,,,1,281,281
107,Male,37,1,0,1,0,0,2,-2.0,105.0,105.0,9292.0,,2.0,M,0,,,,,,,,1,107,107
601,Male,28,0,0,7,0,0,5,0.0,601.0,601.0,9788.0,,0.0,M,1,,,632.0,,,,,7,601,601
248,Male,38,1,0,1,0,0,0,0.0,248.0,247.0,9435.0,,0.0,F,0,,,,,,,,1,248,248
695,Female,33,1,0,1,0,0,0,0.0,695.0,694.0,9881.0,,1.0,M,0,,,,,,,,1,695,695
624,Male,24,1,0,4,0,1,2,-1.0,623.0,623.0,9810.0,,1.0,F,0,,,,,,,,5,624,624
571,Male,22,0,0,8,0,1,0,-1.0,570.0,570.0,9757.0,,1.0,F,1,,139.0,791.0,929.0,935.0,,,6,571,571
464,Male,60,0,0,4,0,0,0,-7.0,457.0,461.0,9644.0,,7.0,F,0,,,,,,,,1,464,464
258,Male,43,0,0,1,0,0,1,-44.0,214.0,254.0,9401.0,,44.0,M,0,,,,,,,,1,258,258
448,Male,28,1,0,9,0,0,1,-1.0,447.0,455.0,,6123.0,1.0,F,0,,,,,,,,3,448,448
98,Male,25,0,0,5,0,0,4,-1.0,97.0,128.0,9284.0,,1.0,F,1,,1.0,159.0,159.0,249.0,,230.0,4,98,98
334,Male,51,1,0,1,0,0,0,0.0,334.0,333.0,9520.0,,1.0,M,0,,,,,,,,1,334,334
547,Male,33,1,0,1,0,0,0,-1.0,546.0,546.0,9733.0,,1.0,F,0,,,,,,,,1,547,547
358,Male,30,0,0,5,0,0,6,,,,9544.0,,1.0,F,1,,,558.0,,,,533.0,3,358,358
565,Female,58,1,0,1,0,0,0,0.0,565.0,564.0,9751.0,,1.0,M,0,,,,,,,,1,565,565
696,Male,63,0,0,1,0,0,2,-1.0,695.0,706.0,9882.0,,1.0,M,0,,,,,,,,1,696,696
692,Female,28,1,0,4,0,0,0,-1.0,691.0,691.0,9878.0,,1.0,M,0,,,,,,,,5,692,692
467,Female,28,1,0,3,0,0,0,-1.0,466.0,474.0,9652.0,,2.0,M,0,,,,,,,,3,467,467
295,Male,29,1,0,2,0,0,2,29.0,324.0,348.0,9425.0,,57.0,M,1,,0.0,605.0,604.0,619.0,,,2,295,295
367,Male,28,0,0,3,0,0,10,0.0,367.0,366.0,9554.0,,0.0,F,0,,,,,,,,2,367,367
290,Male,26,0,0,8,0,0,6,,,,9313.0,,164.0,M,0,,,,,,,,8,290,290
116,Male,55,0,0,3,0,0,9,0.0,116.0,119.0,,5792.0,0.0,M,1,,0.0,413.0,412.0,419.0,,,1,116,116
54,Female,23,1,0,10,0,0,3,-1.0,53.0,58.0,9240.0,,1.0,F,0,,,,,,,,9,54,54
19,Female,22,0,0,5,0,0,0,-1.0,18.0,25.0,9205.0,,1.0,M,0,,,,,,,,6,19,19
662,Female,19,1,0,10,0,0,2,-2.0,660.0,681.0,9847.0,,2.0,F,1,,0.0,686.0,685.0,732.0,,,7,662,662
143,Male,23,0,0,10,0,0,4,0.0,143.0,144.0,9330.0,,0.0,F,0,,,,,,,,8,143,143
273,Male,31,0,0,1,0,0,1,-27.0,246.0,245.0,9432.0,,28.0,M,0,,,,,,,,1,273,273
433,Male,29,0,0,1,0,0,0,0.0,433.0,433.0,9620.0,,0.0,M,0,,,,,,,,1,433,433
89,Male,21,0,0,6,0,0,1,-1.0,88.0,268.0,9231.0,,45.0,M,0,,,,,,,,6,89,89
97,Male,61,0,0,6,0,0,15,-1.0,96.0,96.0,9283.0,,1.0,F,1,,0.0,159.0,158.0,158.0,,,3,97,97
281,Male,24,0,0,10,0,0,4,-175.0,106.0,106.0,9293.0,,175.0,F,1,,0.0,748.0,747.0,749.0,,878.0,9,281,281
572,Male,26,0,0,2,0,0,0,-1.0,571.0,571.0,9758.0,,1.0,F,0,,,,,,,,2,572,572
38,Male,31,0,0,2,0,0,0,0.0,38.0,37.0,9225.0,,0.0,M,0,,,,,,,,2,38,38
644,Male,20,0,0,9,1,1,4,-1.0,643.0,644.0,,6319.0,1.0,F,1,,0.0,684.0,683.0,791.0,,,6,644,644
80,Male,26,1,0,7,0,0,3,-1.0,79.0,79.0,9266.0,,1.0,F,1,,,350.0,,,,,4,80,80
673,Female,22,0,0,3,0,0,0,0.0,673.0,673.0,9860.0,,0.0,M,0,,,,,,,,3,673,673
235,Male,27,1,0,9,0,0,5,0.0,235.0,235.0,9422.0,,0.0,M,0,,,,,,,,7,235,235
358,Male,25,1,0,5,0,0,1,-1.0,357.0,357.0,9544.0,,1.0,F,0,,,,,,,,3,358,358
114,Male,23,1,0,5,2,0,3,-1.0,113.0,121.0,9301.0,,0.0,F,1,,1.0,228.0,228.0,332.0,,,5,114,114
401,Male,38,0,0,1,0,0,0,-1.0,400.0,401.0,9587.0,,1.0,F,0,,,,,,,,1,401,401
717,Male,51,1,0,4,0,0,1,0.0,717.0,716.0,9903.0,,1.0,F,0,,,,,,,,1,717,717
98,Male,27,0,0,9,2,1,18,0.0,98.0,97.0,9284.0,,1.0,F,1,,,385.0,,,,,6,98,98
621,Female,35,1,0,3,0,0,0,0.0,621.0,620.0,9808.0,,0.0,F,1,,0.0,767.0,766.0,765.0,,,2,621,621
36,Male,22,0,0,9,0,0,0,-1.0,35.0,50.0,9222.0,,1.0,F,0,,,,,,,,7,36,36
